Construction Type,New Construction,Elevator,Floors In The Building,Floor Area,Number Of Rooms,Number Of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Children Are Welcome,Pets Allowed,Utility Payments,Duration,Date (Year),Date (Month),Date (Day),Amenities (Status),Appliances (Status),Parking (Status),Price (Usd/Month),Address (Street Types),Address (City/Town)
Stone,No,No,4.0,45.0,2.0,1.0,2.0,4.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,900.0,Vagharsh Vagharshyan Street,Yerevan
Monolith,Yes,Yes,16.0,160.0,4.0,1.0,3.0,14.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1300.0,Nairi Zaryan Street,Yerevan
Stone,No,Yes,4.0,31.0,1.0,1.0,2.0,2.0,Open Balcony,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,970.0,Komitas Avenue,Yerevan
Stone,No,No,4.0,31.0,1.0,1.0,2.0,2.0,Open Balcony,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,970.0,Arabkir Street,Yerevan
Monolith,Yes,Yes,17.0,58.0,2.0,1.0,2.0,3.0,Not Available,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1085.0,Komitas Avenue,Yerevan
Monolith,No,Yes,9.0,45.0,2.0,1.0,2.0,4.0,Not Available,Available,Euro Renovation,10.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,975.0,Pushkin Street,Yerevan
Panels,No,Yes,9.0,39.0,1.0,1.0,2.0,4.0,Not Available,By Agreement,Major Renovation,10.0,10.0,12.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1040.0,Amiryan Street,Yerevan
Stone,No,No,5.0,75.0,3.0,2.0,3.0,3.0,Not Available,Available,Major Renovation,12.0,12.0,12.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1200.0,Sayat Nova Avenue,Yerevan
Panels,No,Yes,14.0,100.0,2.0,1.0,2.0,10.0,Open Balcony,Available,Major Renovation,12.0,12.0,12.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1040.0,Davtashen Street,Yerevan
Panels,No,Yes,9.0,45.0,2.0,1.0,2.0,7.0,Not Available,Available,Major Renovation,12.0,12.0,12.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,910.0,Davtashen Street,Yerevan
Panels,No,Yes,9.0,90.0,3.0,1.0,3.0,4.0,Open Balcony,Available,Major Renovation,12.0,12.0,12.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1300.0,Sayat Nova Avenue,Yerevan
Monolith,Yes,Yes,16.0,70.0,2.0,1.0,3.0,4.0,Open Balcony,Available,Major Renovation,12.0,12.0,12.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,400000.0,Anastas Mikoyan Street,Yerevan
Monolith,No,Yes,10.0,140.0,3.0,1.0,3.0,8.0,Not Available,Available,Euro Renovation,11.0,12.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1900.0,Vazgen Sargsyan Street,Yerevan
Panels,No,Yes,11.0,65.0,2.0,1.0,2.0,4.0,Open Balcony,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,200650.0,Khorenatsi Street,Yerevan
Monolith,No,Yes,9.0,58.0,2.0,1.0,3.0,8.0,Not Available,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1250.0,Nikoghayos Adonts Street,Yerevan
Monolith,Yes,Yes,17.0,100.0,3.0,1.0,3.0,16.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Kievyan Street,Yerevan
Monolith,Yes,Yes,15.0,50.0,2.0,1.0,3.0,12.0,Open Balcony,Available,Major Renovation,11.0,12.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1350.0,Byuzand Street,Yerevan
Monolith,Yes,Yes,15.0,50.0,2.0,1.0,2.0,12.0,Open Balcony,Available,Major Renovation,11.0,12.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Buzand,Yerevan
Monolith,Yes,Yes,13.0,57.0,2.0,1.0,3.0,3.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1200.0,Komitas Avenue,Yerevan
Panels,No,Yes,9.0,52.0,2.0,1.0,2.0,2.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,12.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1100.0,Agayan Street,Yerevan
Stone,No,Yes,5.0,72.0,3.0,1.0,3.0,5.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,800.0,Khanjyan Street,Yerevan
Monolith,Yes,Yes,10.0,175.0,4.0,3.0,3.0,6.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,2500.0,Yekmalyan Street,Yerevan
Stone,No,No,4.0,110.0,4.0,2.0,3.0,2.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Nalbandyan Street,Yerevan
Monolith,Yes,Yes,18.0,124.0,3.0,2.0,3.0,6.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1800.0,Khanjyan Street,Yerevan
Monolith,Yes,Yes,15.0,40.0,2.0,1.0,3.0,10.0,Open Balcony,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,858.0,Byuzand Street,Yerevan
Monolith,Yes,Yes,12.0,73.0,3.0,1.0,3.0,2.0,Not Available,Available,Euro Renovation,11.0,10.0,11.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,2000.0,Nor Nork,Yerevan
Panels,No,Yes,9.0,260.0,5.0,3.0,3.0,3.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,2500.0,Sayat Nova Avenue,Yerevan
Panels,No,Yes,14.0,80.0,3.0,1.0,2.0,14.0,Not Available,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,598.0,Malatiasebastia,Yerevan
Monolith,Yes,No,2.0,35.0,2.0,1.0,2.0,2.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,650.0,Gyurjyan Street,Yerevan
Stone,Yes,No,3.0,70.0,2.0,1.0,2.0,2.0,Not Available,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,780.0,Artsakh Avenue,Yerevan
Panels,No,Yes,16.0,60.0,2.0,1.0,2.0,2.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,191000.0,Vahan Teryan Street,Yerevan
Panels,No,Yes,9.0,74.0,3.0,1.0,2.0,5.0,Not Available,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,884.0,Arno Babajanyan Street,Yerevan
Stone,No,Yes,5.0,40.0,2.0,1.0,2.0,4.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1430.0,Tigran Mets Avenue,Yerevan
Monolith,Yes,Yes,10.0,42.0,1.0,1.0,2.0,8.0,Not Available,Available,Euro Renovation,10.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,728.0,Malatia Street,Yerevan
Stone,Yes,Yes,9.0,40.0,3.0,1.0,2.0,1.0,Not Available,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,780.0,Garegin Nzhdeh Street,Yerevan
Stone,No,No,5.0,35.0,1.0,1.0,2.0,1.0,Not Available,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,650.0,Arshakunyats Avenue,Yerevan
Monolith,No,Yes,9.0,45.0,2.0,1.0,2.0,4.0,Not Available,Available,Euro Renovation,11.0,11.0,10.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,754.0,Zavaryan Street,Yerevan
Stone,No,No,5.0,256.0,4.0,2.0,3.0,5.0,Closed Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,3000.0,Tumanyan Street,Yerevan
Monolith,Yes,Yes,16.0,65.0,2.0,1.0,3.0,13.0,Closed Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1070.0,Komitas Avenue,Yerevan
Stone,No,No,5.0,30.0,1.0,1.0,3.0,2.0,Not Available,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,780.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,12.0,50.0,2.0,1.0,3.0,10.0,Not Available,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1100.0,Komitas Avenue,Yerevan
Panels,No,Yes,11.0,47.0,2.0,1.0,2.0,8.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1000.0,Zaqyan Street,Yerevan
Monolith,Yes,Yes,21.0,90.0,2.0,1.0,3.0,15.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Sayat Nova Avenue,Yerevan
Stone,No,No,5.0,90.0,3.0,1.0,3.0,3.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1300.0,Tamanyan Street,Yerevan
Monolith,Yes,Yes,15.0,50.0,2.0,1.0,2.0,11.0,Not Available,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1050.0,Kentronakan Street,Yerevan
Stone,No,Yes,7.0,67.0,3.0,1.0,2.0,1.0,Closed Balcony,Available,Cosmetic Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1170.0,Vardanants Street,Yerevan
Panels,No,Yes,9.0,76.0,3.0,1.0,2.0,2.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,832.0,Malatiasebastia,Yerevan
Panels,No,Yes,9.0,67.0,2.0,1.0,2.0,5.0,Not Available,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,650.0,Malatiasebastia,Yerevan
Stone,No,No,5.0,41.0,2.0,1.0,2.0,5.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1100.0,Pushkin Street,Yerevan
Panels,No,Yes,9.0,42.0,2.0,1.0,2.0,5.0,Not Available,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,728.0,Sundukyan Street,Yerevan
Panels,No,Yes,10.0,58.0,2.0,1.0,2.0,8.0,Closed Balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,572.0,Atoyan Street,Yerevan
Stone,No,No,5.0,55.0,2.0,1.0,3.0,3.0,Not Available,Available,Major Renovation,12.0,12.0,12.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,962.0,Vardanants Street,Yerevan
Panels,No,Yes,9.0,76.0,3.0,1.0,2.0,3.0,Not Available,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,676.0,Malatiasebastia,Yerevan
Monolith,Yes,Yes,7.0,60.0,2.0,1.0,2.0,4.0,Not Available,Available,Designer Renovation,11.0,10.0,10.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1001.0,Nairi Zaryan Street,Yerevan
Stone,No,No,3.0,100.0,3.0,1.0,3.0,2.0,Not Available,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1313.0,Kentronakan Street,Yerevan
Stone,No,Yes,5.0,116.0,3.0,2.0,3.0,4.0,Not Available,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1228.0,Zaqyan Street,Yerevan
Panels,Yes,Yes,9.0,60.0,2.0,1.0,3.0,5.0,Closed Balcony,Available,Euro Renovation,11.0,12.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1250.0,Northern Avenue,Yerevan
Stone,Yes,Yes,8.0,150.0,4.0,3.0,3.0,6.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,2300.0,Kentronakan Street,Yerevan
Stone,No,No,4.0,110.0,3.0,1.0,2.0,3.0,Open Balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1000.0,Sevan Street,Yerevan
Stone,No,Yes,7.0,40.0,1.0,1.0,2.0,1.0,Not Available,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,650.0,Bryusov Street,Yerevan
Monolith,No,Yes,11.0,37.0,1.0,1.0,2.0,5.0,Closed Balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,780.0,Mkhitar Heratsi Street,Yerevan
Stone,No,No,5.0,45.0,2.0,1.0,2.0,1.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,650.0,Aygestan Street,Yerevan
Panels,No,Yes,9.0,42.0,2.0,1.0,2.0,3.0,Not Available,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,780.0,Kajaznuni Street,Yerevan
Monolith,Yes,Yes,14.0,37.0,1.0,1.0,2.0,3.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,728.0,Argishti Street,Yerevan
Panels,No,Yes,10.0,50.0,1.0,1.0,2.0,7.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,780.0,Parpetsi Street,Yerevan
Stone,No,No,5.0,43.0,2.0,1.0,2.0,4.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,702.0,Leo Street,Yerevan
Monolith,No,Yes,7.0,40.0,1.0,1.0,2.0,5.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,832.0,Moskovyan Street,Yerevan
Monolith,Yes,Yes,22.0,130.0,3.0,2.0,2.0,7.0,Multiple Balconies,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1950.0,Verin Antarayin Street,Yerevan
Monolith,Yes,Yes,14.0,50.0,2.0,1.0,3.0,3.0,Closed Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,750.0,Anastas Mikoyan Street,Yerevan
Monolith,Yes,Yes,11.0,54.0,2.0,1.0,2.0,6.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1200.0,Argishti Street,Yerevan
Stone,Yes,Yes,9.0,55.0,2.0,1.0,2.0,2.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1300.0,Tumanyan Street,Yerevan
Panels,No,Yes,12.0,80.0,3.0,1.0,2.0,7.0,Not Available,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,728.0,Vardanants Street,Yerevan
Stone,No,No,5.0,77.0,2.0,1.0,3.0,2.0,Open Balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,832.0,Marshal Baghramyan Avenue,Yerevan
Stone,No,No,5.0,45.0,1.0,1.0,3.0,3.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,780.0,Nalbandyan Street,Yerevan
Panels,No,Yes,14.0,53.0,3.0,1.0,2.0,2.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,910.0,Simon Vratsyan Street,Yerevan
Monolith,Yes,Yes,9.0,80.0,3.0,2.0,2.0,6.0,Not Available,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1700.0,Amiryan Street,Yerevan
Monolith,Yes,Yes,10.0,50.0,2.0,1.0,2.0,7.0,Not Available,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1300.0,Agayan Street,Yerevan
Monolith,Yes,Yes,18.0,45.0,2.0,1.0,3.0,4.0,Open Balcony,Available,Designer Renovation,11.0,12.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1300.0,Kentronakan Street,Yerevan
Monolith,Yes,Yes,6.0,68.0,2.0,1.0,3.0,5.0,Open Balcony,Available,Designer Renovation,11.0,12.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1200.0,Yerznkian Street,Yerevan
Monolith,Yes,Yes,17.0,60.0,2.0,1.0,3.0,6.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1200.0,Arabkir Street,Yerevan
Stone,No,No,5.0,120.0,3.0,1.0,3.0,5.0,Not Available,Available,Designer Renovation,11.0,12.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Tumanyan Street,Yerevan
Monolith,Yes,Yes,9.0,80.0,2.0,1.0,3.0,8.0,Not Available,Available,Designer Renovation,11.0,12.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1300.0,Amiryan Street,Yerevan
Panels,No,Yes,11.0,45.0,2.0,1.0,2.0,8.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1000.0,Vardanants Street,Yerevan
Panels,No,Yes,10.0,50.0,2.0,1.0,3.0,5.0,Not Available,Available,Designer Renovation,11.0,12.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1100.0,Khorenatsi Street,Yerevan
Panels,No,Yes,9.0,46.0,2.0,1.0,2.0,2.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,850.0,Pushkin Street,Yerevan
Panels,No,Yes,12.0,55.0,1.0,1.0,2.0,4.0,Open Balcony,Not Furnitured,Cosmetic Renovation,11.0,10.0,10.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,1135.0,Amiryan Street,Yerevan
Monolith,Yes,Yes,10.0,80.0,3.0,2.0,3.0,3.0,Multiple Balconies,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,3.6399999999999997,Saryan Street,Yerevan
Stone,No,No,5.0,38.0,2.0,1.0,2.0,2.0,Not Available,Available,Cosmetic Renovation,11.0,11.0,10.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,945.0,Arabkir Street,Yerevan
Panels,No,Yes,9.0,55.0,2.0,1.0,2.0,2.0,Open Balcony,Available,Designer Renovation,12.0,12.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1170.0,Mesrop Mashtots Avenue,Yerevan
Panels,No,Yes,10.0,65.0,3.0,1.0,2.0,5.0,Not Available,Available,Euro Renovation,12.0,12.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1170.0,Arzumanyan Street,Yerevan
Monolith,Yes,Yes,14.0,53.0,2.0,1.0,3.0,11.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1300.0,Byuzand Street,Yerevan
Stone,No,No,5.0,45.0,1.0,1.0,3.0,3.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1040.0,Vardanants Street,Yerevan
Stone,Yes,No,6.0,46.0,2.0,1.0,2.0,4.0,Closed Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1196.0,Kentronakan Street,Yerevan
Monolith,Yes,Yes,8.0,45.0,2.0,1.0,3.0,2.0,Open Balcony,By Agreement,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Nikoghayos Adonts Street,Yerevan
Monolith,Yes,Yes,8.0,57.0,2.0,1.0,3.0,5.0,Not Available,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1040.0,Nikoghayos Adonts Street,Yerevan
Monolith,Yes,Yes,8.0,50.0,2.0,1.0,3.0,7.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Nikoghayos Adonts Street,Yerevan
Monolith,Yes,Yes,12.0,70.0,2.0,1.0,3.0,7.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1200.0,Pushkin Street,Yerevan
Monolith,Yes,Yes,7.0,75.0,2.0,1.0,3.0,3.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1600.0,Verin Antarayin Street,Yerevan
Panels,No,Yes,9.0,60.0,3.0,1.0,3.0,1.0,Not Available,Not Furnitured,Designer Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Nalbandyan Street,Yerevan
Stone,No,No,5.0,67.0,2.0,1.0,3.0,2.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1300.0,Shirvanzade Street,Yerevan
Monolith,No,Yes,16.0,80.0,3.0,1.0,2.0,14.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1170.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,9.0,57.0,2.0,1.0,2.0,2.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1200.0,Nikoghayos Adonts Street,Yerevan
Stone,No,No,5.0,58.0,2.0,1.0,3.0,2.0,Closed Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,962.0,Aram Khachatryan Street,Yerevan
Stone,No,No,5.0,60.0,2.0,1.0,2.0,3.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,962.0,Viktor Hambardzumyan Street,Yerevan
Stone,No,No,5.0,77.0,4.0,1.0,2.0,3.0,Closed Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,900.0,Mantashyan Street,Yerevan
Monolith,Yes,Yes,9.0,51.0,2.0,1.0,3.0,7.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1300.0,Nikoghayos Adonts Street,Yerevan
Monolith,Yes,Yes,18.0,67.0,2.0,1.0,3.0,13.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1000.0,Komitas Avenue,Yerevan
Monolith,Yes,No,4.0,56.0,2.0,1.0,3.0,1.0,Open Balcony,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,962.0,Northern Avenue,Yerevan
Monolith,Yes,Yes,12.0,130.0,3.0,2.0,3.0,8.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Daily,2022,11,24,Not Specified,Not Specified,Not Specified,2000.0,Northern Avenue,Yerevan
Monolith,Yes,Yes,13.0,70.0,2.0,1.0,2.0,5.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Tsitsernakaberd Highway,Yerevan
Monolith,Yes,Yes,14.0,76.0,3.0,1.0,3.0,5.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1600.0,Argishti Street,Yerevan
Stone,No,No,4.0,80.0,3.0,1.0,3.0,2.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1200.0,Kentronakan Street,Yerevan
Stone,No,Yes,9.0,40.0,2.0,1.0,3.0,2.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1040.0,Yeznik Koghbatsi Street,Yerevan
Monolith,Yes,Yes,8.0,50.0,2.0,1.0,3.0,7.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1200.0,Nikoghayos Adonts Street,Yerevan
Stone,No,No,4.0,65.0,3.0,1.0,2.0,2.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Tsitsernakaberd Highway,Yerevan
Monolith,Yes,Yes,11.0,88.0,3.0,1.0,3.0,8.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1800.0,Kentronakan Street,Yerevan
Monolith,Yes,Yes,4.0,67.0,2.0,1.0,3.0,3.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,11,24,Not Specified,Not Specified,Not Specified,1500.0,Teryan Street,Yerevan
